microorganism;antibiotic
Achromobacter aestuarii;Thiacetazone
Achromobacter aestuarii;Tildipirosin
Achromobacter aestuarii;Tilmicosin
Achromobacter aestuarii;Troleandomycin
Achromobacter aestuarii;Tulathromycin
Achromobacter aestuarii;Tylosin
Achromobacter aestuarii;Tylvalosin
Achromobacter aestuarii;Vancomycin
Achromobacter agilis;Acetylmidecamycin
Achromobacter agilis;Acetylspiramycin
Achromobacter agilis;Avoparcin
Achromobacter agilis;Azithromycin
Achromobacter agilis;Benzylpenicillin
Achromobacter agilis;Bleomycin
Achromobacter agilis;Cadazolid
Achromobacter agilis;Cefacetrile
Achromobacter agilis;Cefaclor
Achromobacter agilis;Cefadroxil
Achromobacter agilis;Cefalexin
Achromobacter agilis;Cefaloridine
Achromobacter agilis;Cefalotin
Achromobacter agilis;Cefamandole
Achromobacter agilis;Cefapirin
Achromobacter agilis;Cefatrizine
Achromobacter agilis;Cefazedone
Achromobacter agilis;Cefazolin
Achromobacter agilis;Cefmetazole
Achromobacter agilis;Cefonicid
Achromobacter agilis;Ceforanide
Achromobacter agilis;Cefotetan
Achromobacter agilis;Cefotiam
Achromobacter agilis;Cefoxitin
Achromobacter agilis;Cefprozil
Achromobacter agilis;Cefroxadine
Achromobacter agilis;Ceftezole
Achromobacter agilis;Cefuroxime
Achromobacter agilis;Cefuroxime axetil
Achromobacter agilis;Cephradine
Achromobacter agilis;Clarithromycin
Achromobacter agilis;Clindamycin
Achromobacter agilis;Cycloserine
Achromobacter agilis;Dalbavancin
Achromobacter agilis;Dirithromycin
Achromobacter agilis;Erythromycin
Achromobacter agilis;Flurithromycin
Achromobacter agilis;Fusidic acid
Achromobacter agilis;Gamithromycin
Achromobacter agilis;Josamycin
Achromobacter agilis;Kitasamycin
Achromobacter agilis;Lincomycin
Achromobacter agilis;Linezolid
Achromobacter agilis;Loracarbef
Achromobacter agilis;Meleumycin
Achromobacter agilis;Midecamycin
Achromobacter agilis;Miocamycin
Achromobacter agilis;Nafithromycin
Achromobacter agilis;Norvancomycin
Achromobacter agilis;Oleandomycin
Achromobacter agilis;Oritavancin
Achromobacter agilis;Pirlimycin
Achromobacter agilis;Pristinamycin
Achromobacter agilis;Quinupristin/dalfopristin
Achromobacter agilis;Ramoplanin
Achromobacter agilis;Rifampicin
Achromobacter agilis;Rokitamycin
Achromobacter agilis;Roxithromycin
Achromobacter agilis;Solithromycin
Achromobacter agilis;Spiramycin
Achromobacter agilis;Tedizolid
Achromobacter agilis;Teicoplanin
Achromobacter agilis;Telavancin
Achromobacter agilis;Telithromycin
Achromobacter agilis;Thiacetazone
Achromobacter agilis;Tildipirosin
Achromobacter agilis;Tilmicosin
Achromobacter agilis;Troleandomycin
Achromobacter agilis;Tulathromycin
Achromobacter agilis;Tylosin
Achromobacter agilis;Tylvalosin
Achromobacter agilis;Vancomycin
Achromobacter aloeverae;Acetylmidecamycin
Achromobacter aloeverae;Acetylspiramycin
Achromobacter aloeverae;Avoparcin
Achromobacter aloeverae;Azithromycin
Achromobacter aloeverae;Benzylpenicillin
Achromobacter aloeverae;Bleomycin
Achromobacter aloeverae;Cadazolid
Achromobacter aloeverae;Cefacetrile
Achromobacter aloeverae;Cefaclor
Achromobacter aloeverae;Cefadroxil
Achromobacter aloeverae;Cefalexin
Achromobacter aloeverae;Cefaloridine
Achromobacter aloeverae;Cefalotin
Achromobacter aloeverae;Cefamandole
Achromobacter aloeverae;Cefapirin
Achromobacter aloeverae;Cefatrizine
Achromobacter aloeverae;Cefazedone
Achromobacter aloeverae;Cefazolin
Achromobacter aloeverae;Cefmetazole
Achromobacter aloeverae;Cefonicid
Achromobacter aloeverae;Ceforanide
Achromobacter aloeverae;Cefotetan
Achromobacter aloeverae;Cefotiam
Achromobacter aloeverae;Cefoxitin
Achromobacter aloeverae;Cefprozil
Achromobacter aloeverae;Cefroxadine
Achromobacter aloeverae;Ceftezole
Achromobacter aloeverae;Cefuroxime
Achromobacter aloeverae;Cefuroxime axetil
Achromobacter aloeverae;Cephradine
Achromobacter aloeverae;Clarithromycin
Achromobacter aloeverae;Clindamycin
Achromobacter aloeverae;Cycloserine
Achromobacter aloeverae;Dalbavancin
Achromobacter aloeverae;Dirithromycin
Achromobacter aloeverae;Erythromycin
Achromobacter aloeverae;Flurithromycin
Achromobacter aloeverae;Fusidic acid
Achromobacter aloeverae;Gamithromycin
Achromobacter aloeverae;Josamycin
Achromobacter aloeverae;Kitasamycin
Achromobacter aloeverae;Lincomycin
Achromobacter aloeverae;Linezolid
Achromobacter aloeverae;Loracarbef
Achromobacter aloeverae;Meleumycin
Achromobacter aloeverae;Midecamycin
Achromobacter aloeverae;Miocamycin
Achromobacter aloeverae;Nafithromycin
Achromobacter aloeverae;Norvancomycin
Achromobacter aloeverae;Oleandomycin
Achromobacter aloeverae;Oritavancin
Achromobacter aloeverae;Pirlimycin
Achromobacter aloeverae;Pristinamycin
Achromobacter aloeverae;Quinupristin/dalfopristin
Achromobacter aloeverae;Ramoplanin
Achromobacter aloeverae;Rifampicin
Achromobacter aloeverae;Rokitamycin
Achromobacter aloeverae;Roxithromycin
Achromobacter aloeverae;Solithromycin
Achromobacter aloeverae;Spiramycin
Achromobacter aloeverae;Tedizolid
Achromobacter aloeverae;Teicoplanin
Achromobacter aloeverae;Telavancin
Achromobacter aloeverae;Telithromycin
Achromobacter aloeverae;Thiacetazone
Achromobacter aloeverae;Tildipirosin
Achromobacter aloeverae;Tilmicosin
Achromobacter aloeverae;Troleandomycin
Achromobacter aloeverae;Tulathromycin
Achromobacter aloeverae;Tylosin
Achromobacter aloeverae;Tylvalosin
Achromobacter aloeverae;Vancomycin
Achromobacter animicus;Acetylmidecamycin
Achromobacter animicus;Acetylspiramycin
Achromobacter animicus;Avoparcin
Achromobacter animicus;Azithromycin
Achromobacter animicus;Benzylpenicillin
Achromobacter animicus;Bleomycin
Achromobacter animicus;Cadazolid
Achromobacter animicus;Cefacetrile
Achromobacter animicus;Cefaclor
Achromobacter animicus;Cefadroxil
Achromobacter animicus;Cefalexin
Achromobacter animicus;Cefaloridine
Achromobacter animicus;Cefalotin
Achromobacter animicus;Cefamandole
Achromobacter animicus;Cefapirin
Achromobacter animicus;Cefatrizine
Achromobacter animicus;Cefazedone
Achromobacter animicus;Cefazolin
Achromobacter animicus;Cefmetazole
Achromobacter animicus;Cefonicid
Achromobacter animicus;Ceforanide
Achromobacter animicus;Cefotetan
Achromobacter animicus;Cefotiam
Achromobacter animicus;Cefoxitin
Achromobacter animicus;Cefprozil
Achromobacter animicus;Cefroxadine
Achromobacter animicus;Ceftezole
Achromobacter animicus;Cefuroxime
Achromobacter animicus;Cefuroxime axetil
Achromobacter animicus;Cephradine
Achromobacter animicus;Clarithromycin
Achromobacter animicus;Clindamycin
Achromobacter animicus;Cycloserine
Achromobacter animicus;Dalbavancin
Achromobacter animicus;Dirithromycin
Achromobacter animicus;Erythromycin
Achromobacter animicus;Flurithromycin
Achromobacter animicus;Fusidic acid
Achromobacter animicus;Gamithromycin
Achromobacter animicus;Josamycin
Achromobacter animicus;Kitasamycin
Achromobacter animicus;Lincomycin
Achromobacter animicus;Linezolid
Achromobacter animicus;Loracarbef
Achromobacter animicus;Meleumycin
Achromobacter animicus;Midecamycin
Achromobacter animicus;Miocamycin
Achromobacter animicus;Nafithromycin
Achromobacter animicus;Norvancomycin
Achromobacter animicus;Oleandomycin
Achromobacter animicus;Oritavancin
Achromobacter animicus;Pirlimycin
Achromobacter animicus;Pristinamycin
Achromobacter animicus;Quinupristin/dalfopristin
Achromobacter animicus;Ramoplanin
Achromobacter animicus;Rifampicin
Achromobacter animicus;Rokitamycin
Achromobacter animicus;Roxithromycin
Achromobacter animicus;Solithromycin
Achromobacter animicus;Spiramycin
Achromobacter animicus;Tedizolid
Achromobacter animicus;Teicoplanin
Achromobacter animicus;Telavancin
Achromobacter animicus;Telithromycin
Achromobacter animicus;Thiacetazone
Achromobacter animicus;Tildipirosin
Achromobacter animicus;Tilmicosin
Achromobacter animicus;Troleandomycin
Achromobacter animicus;Tulathromycin
Achromobacter animicus;Tylosin
Achromobacter animicus;Tylvalosin
Achromobacter animicus;Vancomycin
Achromobacter anxifer;Acetylmidecamycin
Achromobacter anxifer;Acetylspiramycin
Achromobacter anxifer;Avoparcin
Achromobacter anxifer;Azithromycin
Achromobacter anxifer;Benzylpenicillin
Achromobacter anxifer;Bleomycin
Achromobacter anxifer;Cadazolid
Achromobacter anxifer;Cefacetrile
Achromobacter anxifer;Cefaclor
Achromobacter anxifer;Cefadroxil
Achromobacter anxifer;Cefalexin
Achromobacter anxifer;Cefaloridine
Achromobacter anxifer;Cefalotin
Achromobacter anxifer;Cefamandole
Achromobacter anxifer;Cefapirin
Achromobacter anxifer;Cefatrizine
Achromobacter anxifer;Cefazedone
Achromobacter anxifer;Cefazolin
Achromobacter anxifer;Cefmetazole
Achromobacter anxifer;Cefonicid
Achromobacter anxifer;Ceforanide
Achromobacter anxifer;Cefotetan
Achromobacter anxifer;Cefotiam
Achromobacter anxifer;Cefoxitin
Achromobacter anxifer;Cefprozil
Achromobacter anxifer;Cefroxadine
Achromobacter anxifer;Ceftezole
Achromobacter anxifer;Cefuroxime
Achromobacter anxifer;Cefuroxime axetil
Achromobacter anxifer;Cephradine
Achromobacter anxifer;Clarithromycin
Achromobacter anxifer;Clindamycin
Achromobacter anxifer;Cycloserine
Achromobacter anxifer;Dalbavancin
Achromobacter anxifer;Dirithromycin
Achromobacter anxifer;Erythromycin
Achromobacter anxifer;Flurithromycin
Achromobacter anxifer;Fusidic acid
Achromobacter anxifer;Gamithromycin
Achromobacter anxifer;Josamycin
Achromobacter anxifer;Kitasamycin
Achromobacter anxifer;Lincomycin
Achromobacter anxifer;Linezolid
Achromobacter anxifer;Loracarbef
Achromobacter anxifer;Meleumycin
Achromobacter anxifer;Midecamycin
Achromobacter anxifer;Miocamycin
Achromobacter anxifer;Nafithromycin
Achromobacter anxifer;Norvancomycin
Achromobacter anxifer;Oleandomycin
Achromobacter anxifer;Oritavancin
Achromobacter anxifer;Pirlimycin
Achromobacter anxifer;Pristinamycin
Achromobacter anxifer;Quinupristin/dalfopristin
Achromobacter anxifer;Ramoplanin
Achromobacter anxifer;Rifampicin
Achromobacter anxifer;Rokitamycin
Achromobacter anxifer;Roxithromycin
Achromobacter anxifer;Solithromycin
Achromobacter anxifer;Spiramycin
Achromobacter anxifer;Tedizolid
Achromobacter anxifer;Teicoplanin
Achromobacter anxifer;Telavancin
Achromobacter anxifer;Telithromycin
Achromobacter anxifer;Thiacetazone
Achromobacter anxifer;Tildipirosin
Achromobacter anxifer;Tilmicosin
Achromobacter anxifer;Troleandomycin
Achromobacter anxifer;Tulathromycin
Achromobacter anxifer;Tylosin
Achromobacter anxifer;Tylvalosin
Achromobacter anxifer;Vancomycin
Achromobacter arsenitoxydans;Acetylmidecamycin
Achromobacter arsenitoxydans;Acetylspiramycin
Achromobacter arsenitoxydans;Avoparcin
Achromobacter arsenitoxydans;Azithromycin
Achromobacter arsenitoxydans;Benzylpenicillin
Achromobacter arsenitoxydans;Bleomycin
Achromobacter arsenitoxydans;Cadazolid
Achromobacter arsenitoxydans;Cefacetrile
Achromobacter arsenitoxydans;Cefaclor
Achromobacter arsenitoxydans;Cefadroxil
Achromobacter arsenitoxydans;Cefalexin
Achromobacter arsenitoxydans;Cefaloridine
Achromobacter arsenitoxydans;Cefalotin
Achromobacter arsenitoxydans;Cefamandole
Achromobacter arsenitoxydans;Cefapirin
Achromobacter arsenitoxydans;Cefatrizine
Achromobacter arsenitoxydans;Cefazedone
Achromobacter arsenitoxydans;Cefazolin
Achromobacter arsenitoxydans;Cefmetazole
Achromobacter arsenitoxydans;Cefonicid
Achromobacter arsenitoxydans;Ceforanide
Achromobacter arsenitoxydans;Cefotetan
Achromobacter arsenitoxydans;Cefotiam
Achromobacter arsenitoxydans;Cefoxitin
Achromobacter arsenitoxydans;Cefprozil
Achromobacter arsenitoxydans;Cefroxadine
Achromobacter arsenitoxydans;Ceftezole
Achromobacter arsenitoxydans;Cefuroxime
Achromobacter arsenitoxydans;Cefuroxime axetil
Achromobacter arsenitoxydans;Cephradine
Achromobacter arsenitoxydans;Clarithromycin
Achromobacter arsenitoxydans;Clindamycin
Achromobacter arsenitoxydans;Cycloserine
Achromobacter arsenitoxydans;Dalbavancin
Achromobacter arsenitoxydans;Dirithromycin
Achromobacter arsenitoxydans;Erythromycin
Achromobacter arsenitoxydans;Flurithromycin
Achromobacter arsenitoxydans;Fusidic acid
Achromobacter arsenitoxydans;Gamithromycin
Achromobacter arsenitoxydans;Josamycin
Achromobacter arsenitoxydans;Kitasamycin
Achromobacter arsenitoxydans;Lincomycin
Achromobacter arsenitoxydans;Linezolid
Achromobacter arsenitoxydans;Loracarbef
Achromobacter arsenitoxydans;Meleumycin
Achromobacter arsenitoxydans;Midecamycin
Achromobacter arsenitoxydans;Miocamycin
Achromobacter arsenitoxydans;Nafithromycin
Achromobacter arsenitoxydans;Norvancomycin
Achromobacter arsenitoxydans;Oleandomycin
Achromobacter arsenitoxydans;Oritavancin
Achromobacter arsenitoxydans;Pirlimycin
Achromobacter arsenitoxydans;Pristinamycin
Achromobacter arsenitoxydans;Quinupristin/dalfopristin
Achromobacter arsenitoxydans;Ramoplanin
Achromobacter arsenitoxydans;Rifampicin
Achromobacter arsenitoxydans;Rokitamycin
Achromobacter arsenitoxydans;Roxithromycin
Achromobacter arsenitoxydans;Solithromycin
Achromobacter arsenitoxydans;Spiramycin
Achromobacter arsenitoxydans;Tedizolid
Achromobacter arsenitoxydans;Teicoplanin
Achromobacter arsenitoxydans;Telavancin
Achromobacter arsenitoxydans;Telithromycin
Achromobacter arsenitoxydans;Thiacetazone
Achromobacter arsenitoxydans;Tildipirosin
Achromobacter arsenitoxydans;Tilmicosin
Achromobacter arsenitoxydans;Troleandomycin
Achromobacter arsenitoxydans;Tulathromycin
Achromobacter arsenitoxydans;Tylosin
Achromobacter arsenitoxydans;Tylvalosin
Achromobacter arsenitoxydans;Vancomycin
Achromobacter bronchisepticus;Acetylmidecamycin
Achromobacter bronchisepticus;Acetylspiramycin
Achromobacter bronchisepticus;Avoparcin
Achromobacter bronchisepticus;Azithromycin
Achromobacter bronchisepticus;Benzylpenicillin
Achromobacter bronchisepticus;Bleomycin
Achromobacter bronchisepticus;Cadazolid
Achromobacter bronchisepticus;Cefacetrile
Achromobacter bronchisepticus;Cefaclor
Achromobacter bronchisepticus;Cefadroxil
Achromobacter bronchisepticus;Cefalexin
Achromobacter bronchisepticus;Cefaloridine
Achromobacter bronchisepticus;Cefalotin
Achromobacter bronchisepticus;Cefamandole
Achromobacter bronchisepticus;Cefapirin
Achromobacter bronchisepticus;Cefatrizine
Achromobacter bronchisepticus;Cefazedone
Achromobacter bronchisepticus;Cefazolin
Achromobacter bronchisepticus;Cefmetazole
Achromobacter bronchisepticus;Cefonicid
Achromobacter bronchisepticus;Ceforanide
Achromobacter bronchisepticus;Cefotetan
Achromobacter bronchisepticus;Cefotiam
Achromobacter bronchisepticus;Cefoxitin
Achromobacter bronchisepticus;Cefprozil
Achromobacter bronchisepticus;Cefroxadine
Achromobacter bronchisepticus;Ceftezole
Achromobacter bronchisepticus;Cefuroxime
Achromobacter bronchisepticus;Cefuroxime axetil
Achromobacter bronchisepticus;Cephradine
Achromobacter bronchisepticus;Clarithromycin
Achromobacter bronchisepticus;Clindamycin
Achromobacter bronchisepticus;Cycloserine
Achromobacter bronchisepticus;Dalbavancin
Achromobacter bronchisepticus;Dirithromycin
Achromobacter bronchisepticus;Erythromycin
Achromobacter bronchisepticus;Flurithromycin
Achromobacter bronchisepticus;Fusidic acid
Achromobacter bronchisepticus;Gamithromycin
Achromobacter bronchisepticus;Josamycin
Achromobacter bronchisepticus;Kitasamycin
Achromobacter bronchisepticus;Lincomycin
Achromobacter bronchisepticus;Linezolid
Achromobacter bronchisepticus;Loracarbef
Achromobacter bronchisepticus;Meleumycin
Achromobacter bronchisepticus;Midecamycin
Achromobacter bronchisepticus;Miocamycin
Achromobacter bronchisepticus;Nafithromycin
Achromobacter bronchisepticus;Norvancomycin
Achromobacter bronchisepticus;Oleandomycin
Achromobacter bronchisepticus;Oritavancin
Achromobacter bronchisepticus;Pirlimycin
Achromobacter bronchisepticus;Pristinamycin
Achromobacter bronchisepticus;Quinupristin/dalfopristin
Achromobacter bronchisepticus;Ramoplanin
Achromobacter bronchisepticus;Rifampicin
Achromobacter bronchisepticus;Rokitamycin
Achromobacter bronchisepticus;Roxithromycin
Achromobacter bronchisepticus;Solithromycin
Achromobacter bronchisepticus;Spiramycin
Achromobacter bronchisepticus;Tedizolid
Achromobacter bronchisepticus;Teicoplanin
Achromobacter bronchisepticus;Telavancin
Achromobacter bronchisepticus;Telithromycin
Achromobacter bronchisepticus;Thiacetazone
Achromobacter bronchisepticus;Tildipirosin
Achromobacter bronchisepticus;Tilmicosin
Achromobacter bronchisepticus;Troleandomycin
Achromobacter bronchisepticus;Tulathromycin
Achromobacter bronchisepticus;Tylosin
Achromobacter bronchisepticus;Tylvalosin
Achromobacter bronchisepticus;Vancomycin
Achromobacter deleyi;Acetylmidecamycin
Achromobacter deleyi;Acetylspiramycin
Achromobacter deleyi;Avoparcin
Achromobacter deleyi;Azithromycin
Achromobacter deleyi;Benzylpenicillin
Achromobacter deleyi;Bleomycin
Achromobacter deleyi;Cadazolid
Achromobacter deleyi;Cefacetrile
Achromobacter deleyi;Cefaclor
Achromobacter deleyi;Cefadroxil
Achromobacter deleyi;Cefalexin
Achromobacter deleyi;Cefaloridine
Achromobacter deleyi;Cefalotin
Achromobacter deleyi;Cefamandole
Achromobacter deleyi;Cefapirin
Achromobacter deleyi;Cefatrizine
Achromobacter deleyi;Cefazedone
Achromobacter deleyi;Cefazolin
Achromobacter deleyi;Cefmetazole
Achromobacter deleyi;Cefonicid
Achromobacter deleyi;Ceforanide
Achromobacter deleyi;Cefotetan
Achromobacter deleyi;Cefotiam
Achromobacter deleyi;Cefoxitin
Achromobacter deleyi;Cefprozil
Achromobacter deleyi;Cefroxadine
Achromobacter deleyi;Ceftezole
Achromobacter deleyi;Cefuroxime
Achromobacter deleyi;Cefuroxime axetil
Achromobacter deleyi;Cephradine
Achromobacter deleyi;Clarithromycin
Achromobacter deleyi;Clindamycin
Achromobacter deleyi;Cycloserine
Achromobacter deleyi;Dalbavancin
Achromobacter deleyi;Dirithromycin
Achromobacter deleyi;Erythromycin
Achromobacter deleyi;Flurithromycin
Achromobacter deleyi;Fusidic acid
Achromobacter deleyi;Gamithromycin
Achromobacter deleyi;Josamycin
Achromobacter deleyi;Kitasamycin
Achromobacter deleyi;Lincomycin
Achromobacter deleyi;Linezolid
Achromobacter deleyi;Loracarbef
Achromobacter deleyi;Meleumycin
Achromobacter deleyi;Midecamycin
Achromobacter deleyi;Miocamycin
Achromobacter deleyi;Nafithromycin
Achromobacter deleyi;Norvancomycin
Achromobacter deleyi;Oleandomycin
Achromobacter deleyi;Oritavancin
Achromobacter deleyi;Pirlimycin
Achromobacter deleyi;Pristinamycin
Achromobacter deleyi;Quinupristin/dalfopristin
Achromobacter deleyi;Ramoplanin
Achromobacter deleyi;Rifampicin
Achromobacter deleyi;Rokitamycin
Achromobacter deleyi;Roxithromycin
Achromobacter deleyi;Solithromycin
Achromobacter deleyi;Spiramycin
Achromobacter deleyi;Tedizolid
Achromobacter deleyi;Teicoplanin
Achromobacter deleyi;Telavancin
Achromobacter deleyi;Telithromycin
Achromobacter deleyi;Thiacetazone
Achromobacter deleyi;Tildipirosin
Achromobacter deleyi;Tilmicosin
Achromobacter deleyi;Troleandomycin
Achromobacter deleyi;Tulathromycin
Achromobacter deleyi;Tylosin
Achromobacter deleyi;Tylvalosin
Achromobacter deleyi;Vancomycin
Achromobacter denitrificans;Acetylmidecamycin
Achromobacter denitrificans;Acetylspiramycin
